藏品名称,藏品来源,年代,介绍,图片链接,详情链接
Model of a Multi-Storied Tower,Purchase: William Rockhill Nelson Trust,1st century C.E.,"Four story house, with a narrow balcony with figures above the first level, a landscape painting with birds and trees on the sides of the house.  Two towers flank the balcony and there is a square tower on top.",https://art.nelson-atkins.org/internal/media/dispatcher/26455/preview;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D,https://art.nelson-atkins.org/objects/10842/model-of-a-multistoried-tower;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D?ctx=955d8c3e-6b75-4460-93a1-42b48613cb93&idx=60
Torso of a Bodhisattva,Purchase: William Rockhill Nelson Trust,late 6th century C.E.,"Standing frontal figure with head and arms lacking.  Garment folds in low relief with dhoti adorned with ribbons and long ropes of jewelry.  Originally coated with a light coat of gesso, painted and gilded (now lacking).",https://art.nelson-atkins.org/internal/media/dispatcher/27634/preview;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D,https://art.nelson-atkins.org/objects/11535/torso-of-a-bodhisattva;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D?ctx=955d8c3e-6b75-4460-93a1-42b48613cb93&idx=61
Ornament,Purchase: William Rockhill Nelson Trust,Tang dynasty (618-906 C.E.),"One side of the upper frieze of a small, octagonal cinerary pagoda with imagery of a double human-headed, bird-bodied figure.",https://art.nelson-atkins.org/internal/media/dispatcher/125456/preview;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D,https://art.nelson-atkins.org/objects/11601/ornament;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D?ctx=955d8c3e-6b75-4460-93a1-42b48613cb93&idx=62
Spoon,Purchase: William Rockhill Nelson Trust,Han dynasty (206 B.C.E.-220 C.E.),"Small spoon with a short, curved handle; green iridescent glaze.",https://art.nelson-atkins.org/internal/media/dispatcher/32684/preview;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D,https://art.nelson-atkins.org/objects/11670/spoon;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D?ctx=955d8c3e-6b75-4460-93a1-42b48613cb93&idx=63
Surveillance Commissioner Zhang Listens to Wind and Rain in the Paulownia Trees,Purchase: William Rockhill Nelson Trust,18th century,"Man seated in garden at right, trees and rocks on edge of lake at left.",https://art.nelson-atkins.org/internal/media/dispatcher/39676/preview;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D,https://art.nelson-atkins.org/objects/12670/surveillance-commissioner-zhang-listens-to-wind-and-rain-in;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D?ctx=955d8c3e-6b75-4460-93a1-42b48613cb93&idx=64
Small Vase,Purchase: William Rockhill Nelson Trust,Kangxi period (1662-1722),Small vase with apple green glaze.  Has elaborate ivory stand.,https://art.nelson-atkins.org/internal/media/dispatcher/34961/preview;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D,https://art.nelson-atkins.org/objects/12540/small-vase;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D?ctx=955d8c3e-6b75-4460-93a1-42b48613cb93&idx=65
Palaces in Landscape,Purchase: William Rockhill Nelson Trust,17th century,"Figures in foreground, blue and green roofed palaces half way up mountain.",https://art.nelson-atkins.org/internal/media/dispatcher/76633/preview;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D,https://art.nelson-atkins.org/objects/14045/palaces-in-landscape;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D?ctx=955d8c3e-6b75-4460-93a1-42b48613cb93&idx=66
Portal Guardian,Purchase: William Rockhill Nelson Trust,ca. 750 C.E.,"Buff-gray sandstone sculpture of a man, torso turned to the right, the eft arm thrust to the rear, held straight and taut; the muscles of the chest and stomach are strongly exaggerated.  The right arm, lower part of the legs, and the left hand are broken off.  There are traces of red pigment.  The head is a replica, with a fierce expression, a sharply downturned, closed mouth and angled eyebrows.",https://art.nelson-atkins.org/internal/media/dispatcher/31969/preview;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D,https://art.nelson-atkins.org/objects/14074/portal-guardian;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D?ctx=955d8c3e-6b75-4460-93a1-42b48613cb93&idx=67
Figurine,Purchase: William Rockhill Nelson Trust,Tang dynasty (618-906 C.E.),"Dancing female figure with a red sash at the waist, long striped sleeves, and a long skirt with black stripes.",https://art.nelson-atkins.org/internal/media/dispatcher/51723/preview;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D,https://art.nelson-atkins.org/objects/14418/figurine;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D?ctx=955d8c3e-6b75-4460-93a1-42b48613cb93&idx=68
Palace in Mountainous Landscape,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"Album painting of house surrounded by trees in mountainous landscape.  Very stained.  Colors: vermillion, blue and green.",https://art.nelson-atkins.org/internal/media/dispatcher/76636/preview;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D,https://art.nelson-atkins.org/objects/13847/palace-in-mountainous-landscape;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D?ctx=955d8c3e-6b75-4460-93a1-42b48613cb93&idx=69
Standing Figure of a Monk,Purchase: William Rockhill Nelson Trust,late 7th-early 8th century C.E.,"Standing figure, slight bend in the torso.  The head, now missing, may have been made as a separate piece to be inserted into the base of the neck.  Robe indicated by repeated pleating, and conforming to an ovoid shape.  Figure holds a rosary and was probably one from a group of five: a central Buddha image flanked by a bodhisattva and a monk on either side, the latter representing the disciples, Ananda and Mahakasyapa.",https://art.nelson-atkins.org/internal/media/dispatcher/31487/preview;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D,https://art.nelson-atkins.org/objects/10687/standing-figure-of-a-monk;jsessionid=84FB6C9C6B4078A7B1CC0DAFD209109D?ctx=955d8c3e-6b75-4460-93a1-42b48613cb93&idx=70
Tomb Warrior,Purchase: William Rockhill Nelson Trust,Northern Wei dynasty (386-534 C.E.),"Standing figure in helmet and cloak, with traces of red and white pigment.",https://art.nelson-atkins.org/internal/media/dispatcher/51086/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/4778/tomb-warrior;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=72
Lady with Bamboo,Purchase: William Rockhill Nelson Trust,Qing dynasty (1644-1911),"With C. C. Wang (1907-2003), New York, by 1967;Purchased from C. C. Wang by The Nelson-Atkins Museum of Art, Kansas City, MO, 1967.NOTES:[1] Wang Jiqian (Chi-Cheng, called C. C. Wang) was an artist, collector and dealer who was known especially for his expertise in Chinese paintings. He emigrated to the United States from China in 1949.",https://art.nelson-atkins.org/internal/media/dispatcher/37041/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/4788/lady-with-bamboo;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=73
Cooking Pot with Fish in Relief on Interior,Purchase: William Rockhill Nelson Trust,Han dynasty (206 B.C.E.-220 C.E.),Round bowl with fish in relief on interior.,https://art.nelson-atkins.org/internal/media/dispatcher/32685/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/4803/cooking-pot-with-fish-in-relief-on-interior;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=74
Garden Scene with Ladies and Children,Purchase: William Rockhill Nelson Trust,19th century,"Large, horizontal decorative painting of a garden court with pavilions.  Several ladies watching many little boys at play.  An over-k'ang decoration.",,https://art.nelson-atkins.org/objects/4916/garden-scene-with-ladies-and-children;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=75
Water Coupe,Purchase: William Rockhill Nelson Trust,Southern Song dynasty (1127-1279),"Small squat water pot. flat foot. brown crackle outside, inside chien-like glaze.",https://art.nelson-atkins.org/internal/media/dispatcher/52762/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/7218/water-coupe;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=76
Wine Vessel,Purchase: William Rockhill Nelson Trust,Warring States period (480-221 B.C.E.),Elongated melon-shaped vessel with low foot ornamented in rope pattern.  T'ao-T'ieh masks with rings on either side.  Circle of cowry shells around neck and coiled serpent on lid.  Incised inscription on foot and inside lid.,https://art.nelson-atkins.org/internal/media/dispatcher/34317/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/7329/wine-vessel;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=77
Waterspout,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),Album painting with men in lower left corner watching a waterspout on the sea. Dragon in sky.,https://art.nelson-atkins.org/internal/media/dispatcher/76638/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/7719/waterspout;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=78
Bin,Purchase: William Rockhill Nelson Trust,Han dynasty (206 B.C.E.-220 C.E.),Rectangular bin resting on four legs.  Straight flaring sides.  The sides and bottom are pierced with rectangular openings.,https://art.nelson-atkins.org/internal/media/dispatcher/51074/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/6539/bin;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=79
Mill,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),A primitive mill resembling a pivoted hammer.,https://art.nelson-atkins.org/internal/media/dispatcher/51124/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/6680/mill;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=80
Tabouret,Purchase: William Rockhill Nelson Trust,early 18th century,"Red lacquer stand with a square top, four slender, curved legs, and a square base; decorated with flower and bird designs.",https://art.nelson-atkins.org/internal/media/dispatcher/26440/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/6990/tabouret;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=81
Ring,Purchase: William Rockhill Nelson Trust,19th century,Coral band with medallion and inscription.,https://art.nelson-atkins.org/internal/media/dispatcher/65834/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/5826/ring;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=82
Water Pot,Purchase: William Rockhill Nelson Trust,Northern Song dynasty (960-1127),"Ovoid shape vase with foot, greyish turquoise blue glaze with traces of lavender showing through. ware.",https://art.nelson-atkins.org/internal/media/dispatcher/52766/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/3533/water-pot;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=83
Mill,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),"Rectangular object with enclosure for man to stand in, and work the hammer- like grinder.",https://art.nelson-atkins.org/internal/media/dispatcher/51123/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/3674/mill;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=84
Torso of a Standing Bodhisattva,Purchase: William Rockhill Nelson Trust,late 6th century C.E.,"Torso of a standing figure with head hands and feet missing.  Clinging draperies with concentric arrangement of the folds, carved in low relief.",https://art.nelson-atkins.org/internal/media/dispatcher/31484/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/995/torso-of-a-standing-bodhisattva;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=85
Dish,Purchase: William Rockhill Nelson Trust,Song dynasty (960-1279),"Flat dish with grayish turquoise blue glaze, and traces of rose.",https://art.nelson-atkins.org/internal/media/dispatcher/52761/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/1408/dish;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=86
Inscribed Oracle Bone,Purchase: William Rockhill Nelson Trust,Shang dynasty (1500-1045 B.C.E.),"Zhang Naiji (1899-1948), Paris and New York, by 1948 [1];Acquired from Chang Nai-Chi’s estate by Arthur B. Rothwell (1906-1994), New York and Dallas, TX, 1948-October 25, 1960 [2];Acquired from Rothwell, by exchange, by The Nelson-Atkins Museum of Art, Kansas City, MO, 1960.NOTES:[1] Zhang Naiji (also known as Nai Chi Chang and N. C. Chang) was a collector and dealer who owned Tonying & Company, an antiquities shop in Paris. He emigrated to New York in 1939, where he continued to collect. Zhang worked for C. T. Loo & Company in New York, and later Oriental Fine Arts, which was owned by Arthur B. Rothwell (see note 2). In a letter to Laurence Sickman, Nelson-Atkins Director, dated November 18, 1960, Rothwell described how he came to own the oracle bones: “The inscribed bones, etc. were in the collection of my late associate, Mr. Chang Nai-Chi and were acquired by me from his estate. His death, of course, was so sudden that no provisions had been made for obtaining much of the information that was required later regarding both his personal and also the gallery collection. I am afraid I have no knowledge of the date or place of acquisition but many of his archaic jades and other pieces were obtained during his long purchasing visit to China in 1947 and again in 1948.” Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.[2] Arthur B. Rothwell was born in Oldham, England in 1906 and worked as an import manager for Yangtze Trading Company during his early career. He spent several years in New York as president of Oriental Fine Arts, Inc., until 1949, when he closed the gallery and moved to Panama. By 1959, he lived in Dallas, Texas, where he was involved in the oil industry with the Cheyenne Oil Corporation. In a letter to Laurence Sickman dated October 25, 1960, Rothwell proposed an exchange in which he would trade his collection of carved bone fragments for a redundant object from the Nelson-Atkins collection. The object traded by the Nelson-Atkins was a Ting ware cup, which had been purchased by the Museum through Sickman in 1935. The newly-acquired oracle bones assumed the Ting ware cup’s accession number of 35-115. Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.",https://art.nelson-atkins.org/internal/media/dispatcher/29498/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/1547/inscribed-oracle-bone;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=87
Mountainous Landscape,Purchase: William Rockhill Nelson Trust,1668,"Album painting of mountainous landscape, bridge in the foreground, lake at left with boat.",https://art.nelson-atkins.org/internal/media/dispatcher/76637/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/1947/mountainous-landscape;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=88
Storehouse,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),"Pottery, with green glaze corroded to silvery luster. furnishings. supported by four legs in form of bears. Two decorations on roof in form of horse and rider. door.",https://art.nelson-atkins.org/internal/media/dispatcher/26462/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/3319/storehouse;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=89
Lady in the Library,Purchase: William Rockhill Nelson Trust,18th century,Painting of a lady in a gray and pale green kimono seated in a chair in an interior.,https://art.nelson-atkins.org/internal/media/dispatcher/41262/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/3832/lady-in-the-library;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=90
Inscribed Oracle Bone,Purchase: William Rockhill Nelson Trust,Shang dynasty (1500-1045 B.C.E.),"Zhang Naiji (1899-1948), Paris and New York, by 1948 [1];Acquired from Chang Nai-Chi’s estate by Arthur B. Rothwell (1906-1994), New York and Dallas, TX, 1948-October 25, 1960 [2];Acquired from Rothwell, by exchange, by The Nelson-Atkins Museum of Art, Kansas City, MO, 1960.NOTES:[1] Zhang Naiji (also known as Nai Chi Chang and N. C. Chang) was a collector and dealer who owned Tonying & Company, an antiquities shop in Paris. He emigrated to New York in 1939, where he continued to collect. Zhang worked for C. T. Loo & Company in New York, and later Oriental Fine Arts, which was owned by Arthur B. Rothwell (see note 2). In a letter to Laurence Sickman, Nelson-Atkins Director, dated November 18, 1960, Rothwell described how he came to own the oracle bones: “The inscribed bones, etc. were in the collection of my late associate, Mr. Chang Nai-Chi and were acquired by me from his estate. His death, of course, was so sudden that no provisions had been made for obtaining much of the information that was required later regarding both his personal and also the gallery collection. I am afraid I have no knowledge of the date or place of acquisition but many of his archaic jades and other pieces were obtained during his long purchasing visit to China in 1947 and again in 1948.” Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.[2] Arthur B. Rothwell was born in Oldham, England in 1906 and worked as an import manager for Yangtze Trading Company during his early career. He spent several years in New York as president of Oriental Fine Arts, Inc., until 1949, when he closed the gallery and moved to Panama. By 1959, he lived in Dallas, Texas, where he was involved in the oil industry with the Cheyenne Oil Corporation. In a letter to Laurence Sickman dated October 25, 1960, Rothwell proposed an exchange in which he would trade his collection of carved bone fragments for a redundant object from the Nelson-Atkins collection. The object traded by the Nelson-Atkins was a Ting ware cup, which had been purchased by the Museum through Sickman in 1935. The newly-acquired oracle bones assumed the Ting ware cup’s accession number of 35-115. Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.",https://art.nelson-atkins.org/internal/media/dispatcher/165018/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/2620/inscribed-oracle-bone;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=91
Head of a Bodhisattva,Purchase: William Rockhill Nelson Trust,ca. 515-520 C.E.,"Crowned head, facial features in the archaic style of the period including the flat forehead and temples, the high geometric spring of the eyebrows, thin slits of the sloping eyes, the archaic smile and flat, deep-cleft chin.  Nose partially restored",https://art.nelson-atkins.org/internal/media/dispatcher/31991/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/1628/head-of-a-bodhisattva;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=92
Guardian Lion,Purchase: William Rockhill Nelson Trust,ca. 681 C.E.,"Seated guardian lion, right side of the body with head full face.  Snarling expression, left front paw raised in a threatening attitude",https://art.nelson-atkins.org/internal/media/dispatcher/27623/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/1652/guardian-lion;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=93
Guanyin of the Southern Sea,Purchase: William Rockhill Nelson Trust,Liao (907-1125) or Jin dynasty (1115-1234),"Represented as ""Kuan-Yin of the southern seas,"" the Chinese Buddhist deity of compassion and mercy is seated in a variation of the pose of royal ease (Maharajalila) on a base imitating a craggy rock with his/her right arm resting on his/her folded right knee. The left arm rests on the rock while the left leg hangs down over the rockery onto a lotus blossom. The position of the Guanyin conveys the impression that the Bodhisattva might at any moment awake from deep contemplation and step down. The Bodhisattva's worldly ornaments, such as the high tiara and rich necklaces, are carved, gilded and painted in sumptuous detail.",https://art.nelson-atkins.org/internal/media/dispatcher/35452/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/597/guanyin-of-the-southern-sea;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=94
Scabbard Finial,Purchase: William Rockhill Nelson Trust,Eastern Zhou (770-256 B.C.E.)-Warring States period (480-221 B.C.E.),"With J. T. Tai (1911-1992),
Shanghai, China, by June 1947;Purchased from J. T. Tai by C. T.
Loo & Co., stock no. NYL-7/999, by June 1947-1950 [1];Purchased from C. T. Loo & Co.
by The Nelson-Atkins Museum of Art, Kansas City, MO, 1950.NOTES:[1] C. T. Loo and Frank Caro
archive, Musée Guimet, Paris, copy of stock card in NAMA curatorial files.",https://art.nelson-atkins.org/internal/media/dispatcher/32731/preview;jsessionid=402C9DDA5809769A912115866201F905,https://art.nelson-atkins.org/objects/686/scabbard-finial;jsessionid=402C9DDA5809769A912115866201F905?ctx=64144c1f-47d5-4b34-b0e2-47dc302cc2d8&idx=95
Ornament,Purchase: William Rockhill Nelson Trust,Tang dynasty (618-906 C.E.),"One side of the upper frieze of a small, octagonal cinerary pagoda with imagery of a single bird.",https://art.nelson-atkins.org/internal/media/dispatcher/125455/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/798/ornament;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=96
Kalavinka Musician,Purchase: William Rockhill Nelson Trust,Tang dynasty (618-906 C.E.),"One side of the upper frieze of a small, octagonal cinerary pagoda. Imagery depicts celestial musicians of half-human, half-bird form.",https://art.nelson-atkins.org/internal/media/dispatcher/125462/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/824/kalavinka-musician;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=97
Grain Yard,Purchase: William Rockhill Nelson Trust,2nd century C.E.,"A man grinding grain, a seated dog, and a large millstone are all surrounded by a wall on three sides.",https://art.nelson-atkins.org/internal/media/dispatcher/26464/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/1802/grain-yard;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=98
Door Panels from a Temple,Gift of C.T. Loo,Qing dynasty (1644-1911),"With T. T. Woo, Peking (modern-day Beijing), China, by?1928;Purchased from T. T. Woo by the dealer C. T. Loo (1880-1957),
Paris, 1928-April 1932 [1];His gift to
The Nelson-Atkins Museum of Art, Kansas City, MO, 1932.NOTES:[1] Shipping invoice dated March 11, 1932, for shipping door panels from Paris to the Nelson-Atkins, leaving France on the S.S. San Diego on April 11, 1932, Nelson-Atkins?files.",https://art.nelson-atkins.org/internal/media/dispatcher/37216/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/17364/door-panels-from-a-temple;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=99
Ritual Libation Vessel (gu),Purchase: William Rockhill Nelson Trust,12th-11th century B.C.E.,"Trumpet-shaped beaker decorated with Tao T'ieh masks, ""Chou hooks"" in relief.  Thunder pattern and ""Chou hooks"" incised.  Green patina.",https://art.nelson-atkins.org/internal/media/dispatcher/27449/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/17417/ritual-libation-vessel-gu;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=100
Ritual Wine Vessel (jia),Purchase: William Rockhill Nelson Trust,12th-11th century B.C.E.,"Large four-legged bronze with original lid, animal on lid.",https://art.nelson-atkins.org/internal/media/dispatcher/27448/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/17577/ritual-wine-vessel-jia;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=101
Torso of a Bodhisattva (one of a pair),Purchase: William Rockhill Nelson Trust,Sui dynasty (581-618 C.E.),"Standing figure of a bodhisattva, head and arms lacking.  Garment of dhoti, with scarves passing through a ring below the waist.  Necklace with pendant jewel.  One of a pair with 40-33, but sculpted by a different craftsman.",https://art.nelson-atkins.org/internal/media/dispatcher/26481/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/17020/torso-of-a-bodhisattva-one-of-a-pair;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=102
Dog and Bamboo,Purchase: William Rockhill Nelson Trust,1427,"Chinese Great Painters of the Ming
and Ch'ing Dynasties,Wildenstein & Co., New York, February-May 1949. (Organized by the Asia
Institute)Great Chinese Painters of the Ming
and Ch'ing Dynasties,
Istituto Italiano per il Medio ed Estremo Oriente, Rome, Italy, April-June
1950.Ming
exhibition, Detroit Institute of Arts, April-June 1952. Allen Memorial Art
Museum, Oberlin (OH) College. March-April 1954.Art in Asia and the West, San Francisco Museum of Art,
October-December 1957.A World of Flowers, Philadelphia Museum of Art, May
2-June 9, 1963. Dallas Museum of ArtEight Dynasties of Chinese Painting, Nelson-Gallery-Atkins Museum,
Kansas City, November 7, 1980 – January 4, 1981; The Cleveland Museum of Art,
February 7 – April 5, 1981; The Asia Society, December 3, 1981 – February 28,
1982; Tokyo National Museum, October 4 – November 17, 1982, no. 120.Painters of the Great Ming: The
Imperial Court and Zhe School,The Metropolitan Museum of Art, March 10-May 9, 1993; Dallas Museum of Art,
June 3-August 1, 1993.Ming Paintings through the Eyes of
Connoisseurs,
Spencer Museum of Art, Lawrence, Kansas, January 20, 2001- March 4, 2001.Secret Messages: Symbol and Meaning
in Chinese Art,The Nelson-Atkins Museum of Art, Kansas City, Missouri, June 22, 2013- January
12, 2014.",https://art.nelson-atkins.org/internal/media/dispatcher/27573/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/14957/dog-and-bamboo;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=103
Grain Mill,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),This is the hopper of the grain mill with two mill stones on top. green glaze.,https://art.nelson-atkins.org/internal/media/dispatcher/51122/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/12894/grain-mill;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=104
Manchu Hairpin,Purchase: William Rockhill Nelson Trust,19th century,"Coral dragon with pendant of jade, pearl and rose quartz on a gold pin.",https://art.nelson-atkins.org/internal/media/dispatcher/65844/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/16728/manchu-hairpin;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=105
Shakyamuni Buddha,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),Buddha seated on a throne; two guardians and two semi-nude children; Baldachin over head; Buddha in purple figured and green brocade.,https://art.nelson-atkins.org/internal/media/dispatcher/79092/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/22138/shakyamuni-buddha;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=106
